Keyword,Rank,Title_Of_Page,URL,Lenght_Of_Title,Presence_of_Keyword_in_Title,Title_Starts_with_Keyword,Lenght_of_Url,Presence_Of_Keyword_In_Url,Domain_Name,No_of_H1_Tags,Presence_of_Keyword_in_H1_Tag,No_of_H2_tags,Presence_of_Keyword_in_H2_Tag,No_of_H3_Tags,Presence_of_Keyword_in_H3_Tag,Content_Lenght,Keyword_Denisty,Lenght_of_Description,Keyword_in_Description,Total_Images,Images_Without_Alt_Tags,Images_With_Alt_Tag,Keyword_in_Alt_Tags_of_Images,Total_Links,Internal_Links,External_Links,Presence_of_Internal_Link,Presence_of_External_Links
gloves ,33.0,Gloves | Environmental Health and Safety,https://ehs.stonybrook.edu/programs/laboratory-safety/personal-protective-equipment/gloves.php,40,1,1,94,1,ehs.stonybrook.edu,2,0,0,0,2,0,3328,0.54,57,0,5,3,2,0,45,39,6,1,1
gloves ,34.0,Hase Safety Gloves GmbH,https://hasesafetygloves.com/en/,23,1,1,32,1,hasesafetygloves.com,0,0,0,0,3,0,4739,0.11,353,0,12,9,3,0,18,13,5,1,1
gloves ,35.0,IHSAN Safety Wear: Home,https://www.ihsansafety.com/,23,0,0,28,0,www.ihsansafety.com,1,0,1,1,107,0,18708,0.68,0,0,190,11,179,0,16,10,6,1,1
gloves ,36.0,Products | Granberg - Work and Safety Gloves Solutions,https://www.granberg.no/catalog/,54,1,1,32,0,www.granberg.no,1,0,1,0,0,0,6317,0.73,113,0,37,0,37,4,69,60,9,1,1
gloves ,37.0,Javed Gloves | Home Of Working & Safety Gloves,https://www.javedgloves.com/,46,1,1,28,1,www.javedgloves.com,1,0,8,1,6,0,2862,0.7,0,0,16,5,11,0,25,20,5,1,1
gloves ,38.0,Glove | hand covering | Britannica,https://www.britannica.com/topic/glove,34,1,1,38,0,www.britannica.com,1,0,1,0,0,0,9302,0.25,297,1,12,5,7,0,69,46,23,1,1
gloves ,39.0,Glove | Definition of Glove at Dictionary.com,https://www.dictionary.com/browse/gloves,45,1,1,40,1,www.dictionary.com,1,0,10,0,15,0,6661,0.11,114,0,10,0,10,0,103,83,20,1,1
gloves ,40.0,Welcome | JUGITEC ® - SAFE GLOVEBOX GLOVES FROM ...,https://en.jugitec.de/,51,1,1,22,0,en.jugitec.de,0,0,0,0,0,0,1311,0.46,235,1,26,13,13,0,30,27,3,1,1
gloves ,41.0,Gloves - B. Braun,https://www.bbraun.com/en/products-and-therapies/product-catalog/infection-prevention/gloves.html,17,1,1,97,1,www.bbraun.com,1,1,0,0,0,0,4246,0.09,0,0,2,1,1,0,27,23,4,1,1
gloves ,42.0,Cut Resistant Gloves | Hand Protection Gloves | uvex safety,https://www.uvex-safety.com/en/products/safety-gloves/,59,1,1,54,1,www.uvex-safety.com,1,1,3,1,8,0,12874,0.2,147,0,46,10,36,1,182,133,49,1,1
gloves ,43.0,Gloves | Durable Work Gloves & Winter Gloves | Carhartt,https://www.carhartt.com/category/carhartt-accessories-gloves,55,1,1,61,1,www.carhartt.com,2,0,1,1,9,0,34401,0.04,160,1,57,5,52,0,404,371,33,1,1
gloves ,44.0,GloVe: Global Vectors for Word Representation,https://nlp.stanford.edu/projects/glove/,45,0,0,40,0,nlp.stanford.edu,0,0,0,0,0,0,8711,0,45,0,10,10,0,0,29,16,13,1,1
gloves ,45.0,Gloves | JOMA ®,https://www.joma-sport.com/en/gloves,15,1,1,36,1,www.joma-sport.com,2,0,17,0,3,0,8683,0.18,6,0,65,52,13,0,252,237,15,1,1
gloves ,46.0,"Gloves Products | Medline Mobile - Medline Industries, Inc.",https://www.medline.com/category/Gloves/cat1790003,59,1,1,50,1,www.medline.com,1,1,1,1,7,0,9431,0.13,0,0,9,8,1,0,120,102,18,1,1
gloves ,47.0,Gloves n Gloves,http://www.gng.com.pk/,15,1,1,22,0,www.gng.com.pk,1,1,4,0,0,0,4987,0.28,155,0,21,0,21,0,34,24,10,1,1
gloves ,48.0,Ultralight Gloves | Lightest Warm Hiking Gloves | Zpacks,https://zpacks.com/products/possumdown-gloves,56,1,1,45,1,zpacks.com,0,0,5,1,15,0,22372,0.12,136,0,20,7,13,0,56,36,20,1,1
gloves ,49.0,"Gloves, Disposable Gloves, Finger Cots - Lab Safety - Cole ...",https://www.coleparmer.com/c/gloves,62,0,0,35,1,www.coleparmer.com,1,1,9,0,0,0,27394,0.14,122,0,54,0,54,0,706,696,10,1,1
gloves ,50.0,ABENA Glove Range,https://www.abena.com/products/gloves,17,1,1,37,1,www.abena.com,0,0,2,0,3,0,4647,0.43,126,1,9,7,2,0,51,46,5,1,1
gloves ,51.0,High-Quality gloves For Many Applications - Alibaba.com,https://www.alibaba.com/showroom/gloves.html,55,1,1,44,1,www.alibaba.com,1,1,0,0,4,0,33962,0.31,154,1,61,44,17,0,482,330,152,1,1
gloves ,52.0,"Buy Boxing Gloves for Training, Sparring or Competition | Free ...",https://rdxsports.com/boxing/boxing-gloves/,66,1,1,43,1,rdxsports.com,1,1,0,0,1,0,31949,0.29,179,1,60,1,59,16,362,346,16,1,1
gloves ,53.0,Products | Gloves | Scandia Gear - Maritime Outfitters since 1974,https://www.scandiagear.com/products/gloves/,65,1,1,44,1,www.scandiagear.com,1,1,42,0,26,1,11587,0.22,156,1,33,0,33,10,147,138,9,1,1
gloves ,54.0,"FIVE ADVANCED GLOVES - Moto, Scooter & Bike gloves ...",https://five-gloves.com/,54,1,1,24,1,five-gloves.com,0,0,0,0,0,0,124,0,132,0,3,2,1,0,2,2,0,1,0
gloves ,55.0,Glove Use Information Leaflet - WHO | World Health ...,https://www.who.int/gpsc/5may/Glove_Use_Information_Leaflet.pdf,54,1,1,63,0,www.who.int,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gloves ,56.0,Work Gloves Manufacturer Pakistan-Industrial Gloves-Safety ...,https://www.faizansafety.com/,62,1,1,29,0,www.faizansafety.com,4,0,1,0,4,1,5630,0.82,196,0,28,8,20,1,18,13,5,1,1
gloves ,57.0,Types of Disposable Gloves | GloveOn - YouTube,https://www.youtube.com/watch?v=GBIfA_RwqcA,46,1,1,43,0,www.youtube.com,2,1,4,0,22,0,6347,0.08,160,0,22,22,0,0,5,4,1,1,1
gloves ,58.0,Industrial Gloves - Safety Workwear Selection | Cintas,https://www.cintas.com/firstaidsafety/safetysupplies/industrial-work-gloves,54,1,1,75,1,www.cintas.com,2,1,9,0,6,0,8899,0.03,1,0,111,9,102,0,87,70,17,1,1
gloves ,59.0,Online Shopping | Gloves Price in Pakistan | iShopping,https://www.ishopping.pk/mens-store/men-s-accessories/gloves.html,54,1,1,65,1,www.ishopping.pk,1,1,24,1,6,0,13312,0.14,148,0,50,26,24,15,359,358,1,1,1
gloves ,60.0,Watson Gloves - Your Single Source for Hand Protection,https://www.watsongloves.com/,54,1,1,29,1,www.watsongloves.com,9,0,3,1,0,0,10097,0.17,156,0,78,57,21,13,187,164,23,1,1
gloves ,61.0,Mechanix Wear: Work Gloves,https://www.mechanix.com/us-en,26,1,1,30,0,www.mechanix.com,0,0,1,0,4,0,5850,0.17,8,0,55,17,38,0,64,59,5,1,1
gloves ,62.0,GLOVE | meaning in the Cambridge English Dictionary,https://dictionary.cambridge.org/dictionary/english/glove,51,1,1,57,0,dictionary.cambridge.org,1,0,8,0,0,0,26976,0.09,129,0,13,3,10,0,198,178,20,1,1
gloves ,63.0,Safety Gloves | Work Gloves | DEWALT,https://www.dewalt.com/products/storage-and-gear/safety-and-protective-workwear/gloves,36,1,1,86,1,www.dewalt.com,1,1,1,0,34,0,35428,0.06,155,1,38,5,33,21,166,154,12,1,1
gloves ,64.0,Our gloves | MAPA Professional,https://www.mapa-pro.com/our-gloves,30,1,1,35,1,www.mapa-pro.com,1,1,3,0,2,0,4868,0.66,101,0,3,2,1,0,92,73,19,1,1
gloves ,65.0,Billionaires Making 'Boatloads Of Money' From Once-Cheap ...,https://www.forbes.com/sites/giacomotognini/2021/02/11/billionaires-making-boatloads-of-money-from-once-cheap-medical-gloves/,60,0,0,125,1,www.forbes.com,1,1,1,1,1,0,16939,0.13,197,1,11,7,4,0,209,196,13,1,1
gloves ,66.0,Smartwool Cozy Gloves | REI Co-op,https://www.rei.com/product/873107/smartwool-cozy-gloves,33,1,1,56,1,www.rei.com,1,1,14,0,24,0,29604,0.08,142,1,47,1,46,5,848,831,17,1,1
gloves ,67.0,Motorcycle Gloves - Official Dainese Shop,https://www.dainese.com/us/en/motorbike/gloves-1/,41,1,1,49,1,www.dainese.com,3,1,1,0,90,0,27819,0.1,140,1,182,26,156,19,251,227,24,1,1
gloves ,68.0,"Gloves, running the 'gauntlet' of history - National Geographic",https://www.nationalgeographic.com/history/article/a-brief-history-of-gloves-in-fashion-medicine-and-work,63,0,0,105,1,www.nationalgeographic.com,1,1,13,0,20,0,24674,0.16,86,0,17,4,13,4,116,91,25,1,1
gloves ,69.0,Glove | Definition of Glove by Merriam-Webster,https://www.merriam-webster.com/dictionary/glove,46,1,1,48,0,www.merriam-webster.com,1,0,11,0,1,1,14561,0.04,181,0,27,7,20,0,123,87,36,1,1
gloves ,70.0,TRUCK Gloves. Ski Gloves. Bike Gloves. Work Gloves.,https://www.truckgloves.com/,51,0,0,28,1,www.truckgloves.com,10,0,1,0,0,0,5659,0.12,272,1,7,0,7,0,28,26,2,1,1
gloves ,71.0,Bike Gloves | Thousand® - Thousand Helmets,https://www.explorethousand.com/collections/bike-gloves,42,1,1,55,1,www.explorethousand.com,2,1,2,0,8,0,4803,0.19,158,1,50,38,12,0,41,31,10,1,1
gloves ,72.0,Safety Gloves | MCR Safety,https://www.mcrsafety.com/safety-equipment/gloves,26,1,1,49,1,www.mcrsafety.com,1,1,0,0,2,0,36350,0.04,170,0,32,22,10,0,139,125,14,1,1
gloves ,73.0,Nine Myths About Disposable Safety Gloves -- Occupational ...,https://ohsonline.com/Articles/2010/04/01/Nine-Myths-About-Disposable-Safety-Gloves.aspx,61,1,1,88,1,ohsonline.com,0,0,3,0,13,1,7567,0.05,252,0,29,12,17,0,93,56,37,1,1
gloves ,74.0,Gloves Overview,https://blink.ucsd.edu/safety/occupational/PPE/gloves/index.html,15,1,1,64,1,blink.ucsd.edu,1,1,7,0,0,0,13843,0.22,66,1,14,0,14,1,87,47,40,1,1
gloves ,75.0,Cycling Gloves / GripGrab,https://www.gripgrab.com/collections/cycling-gloves,25,1,1,51,1,www.gripgrab.com,1,1,1,0,0,0,7850,0.66,156,1,30,2,28,1,74,68,6,1,1
gloves ,76.0,Skin at work: Selecting gloves - HSE,https://www.hse.gov.uk/skin/employ/gloves.htm,36,1,1,45,1,www.hse.gov.uk,1,1,12,0,2,0,12470,0.3,181,0,8,3,5,0,97,92,5,1,1
gloves ,77.0,"Gloves - Laboratory, Cleanroom, Cryo, Static Dissipative, Barrier",https://www.tedpella.com/gloves_html/gloves.htm,65,1,1,47,1,www.tedpella.com,1,0,0,0,15,1,11555,0.39,131,0,50,10,40,0,43,34,9,1,1
gloves ,78.0,Safety Work Gloves Wholesale Manufacturer & Supplier ...,https://www.superiorglove.com/,56,1,1,30,0,www.superiorglove.com,1,0,2,0,23,0,10163,0.94,165,0,21,16,5,0,192,184,8,1,1
gloves ,79.0,Products | Showa Gloves,https://www.showagloves.com/products,23,1,1,36,1,www.showagloves.com,2,1,0,0,118,0,72790,0.0,0,0,117,0,117,0,254,124,130,1,1
gloves ,80.0,Ringers Gloves | Best in Class | Safety Gloves | Impact ...,https://ringersgloves.com/,59,1,1,26,1,ringersgloves.com,0,0,0,0,0,0,8085,0.17,152,1,24,17,7,4,54,45,9,1,1
gloves ,81.0,Classic Give'r Gloves | Leather Ski Gloves | Leather Work Gloves,https://www.give-r.com/products/classic-giver-gloves,64,1,1,52,1,www.give-r.com,1,1,3,0,4,0,11667,0.31,159,1,98,47,51,0,46,30,16,1,1
gloves ,82.0,"Gloves | Fleece, Training, Golf, Winter |Sports Direct",https://www.sportsdirect.com/accessories/gloves,54,1,1,47,1,www.sportsdirect.com,1,1,4,0,8,0,72635,0.13,0,0,324,200,124,45,155,140,15,1,1
gloves ,83.0,Protect Your Hands with a Variety of Work Gloves at Galeton,https://www.galeton.com/gloves/,59,1,1,31,1,www.galeton.com,1,1,11,1,7,0,7046,0.37,242,1,28,6,22,1,44,41,3,1,1
gloves ,84.0,Gloves | Office of Environmental Health and Safety,https://ehs.princeton.edu/laboratory-research/laboratory-safety/ppe-the-lab/gloves,50,1,1,82,1,ehs.princeton.edu,2,0,16,0,2,0,13364,0.14,0,0,5,1,4,0,208,191,17,1,1
gloves ,85.0,"Glove Selection Guide | Environment, Health & Safety",https://ehs.berkeley.edu/workplace-safety/glove-selection-guide,52,1,1,63,0,ehs.berkeley.edu,1,0,15,0,5,0,12977,0.12,0,0,19,12,7,0,103,71,32,1,1
gloves ,86.0,Gloves | Safety Products | Airgas,https://www.airgas.com/Safety-Products/Gloves/category/349,33,1,1,58,1,www.airgas.com,0,0,1,1,0,0,8430,0.24,144,0,24,6,18,2,96,88,8,1,1
gloves ,87.0,"Mountain Bike Gloves - MTB, Downhill, BMX Riding Gloves ...",https://www.100percent.com/pages/mtb-gloves,59,1,1,43,1,www.100percent.com,1,1,14,1,63,1,25420,0.06,160,1,141,10,131,41,216,208,8,1,1
gloves ,88.0,Work Gloves | Mark's,https://www.marks.com/en/workwear/accessories/work-gloves.html,20,1,1,62,1,www.marks.com,1,1,24,1,6,0,11047,0.22,133,0,77,2,75,6,55,37,18,1,1
gloves ,89.0,Chemical Resistant Gloves | Tychem® Gloves - DuPont,https://www.dupont.com/personal-protection/tychem-gloves.html,51,1,1,61,1,www.dupont.com,5,1,0,0,3,1,6255,0.03,73,0,29,13,16,10,80,43,37,1,1
gloves ,90.0,Chemical Protective Clothing - Glove Selection : OSH Answers,https://www.ccohs.ca/oshanswers/prevention/ppe/gloves.html,60,1,1,58,1,www.ccohs.ca,1,0,20,0,14,0,16859,0.08,178,0,12,4,8,0,112,82,30,1,1
gloves ,91.0,Men's Gloves and Work Gloves | Duluth Trading Company,https://www.duluthtrading.com/men/accessories/gloves/,53,1,1,53,1,www.duluthtrading.com,2,0,4,1,1,1,17625,0.04,150,1,122,27,95,0,272,262,10,1,1
gloves ,92.0,Men's Bike Gloves | Giro,https://www.giro.com/c/mens-bike-gloves,24,1,1,39,1,www.giro.com,2,1,1,1,0,0,11908,0.07,142,1,71,19,52,0,94,83,11,1,1
gloves ,93.0,Protective Gloves | Environmental Health & Safety | University ...,https://ehs.missouri.edu/ppe/gloves,66,1,1,35,1,ehs.missouri.edu,2,0,3,0,1,1,6645,0.17,0,0,2,2,0,0,49,38,11,1,1
gloves ,94.0,Men's Gloves for Sports | adidas US,https://www.adidas.com/us/men-gloves,35,1,1,36,1,www.adidas.com,1,1,1,1,0,0,8794,0.58,146,1,50,32,18,0,414,408,6,1,1
gloves ,95.0,"Motorcycle Riding Gloves for Men and Women Bike, Scooter ...",https://www.studds.com/motorcycle-accessories/gloves,60,1,1,52,1,www.studds.com,1,1,0,0,7,1,2489,0.6,214,1,33,1,32,2,43,41,2,1,1
gloves ,96.0,Gloves | Icon Motosports - Ride Among Us,http://www.rideicon.com/gear/mens/gloves,40,1,1,40,1,www.rideicon.com,2,1,24,0,20,0,6700,0.13,136,0,45,1,44,0,201,107,94,1,1
gloves ,97.0,Use Gloves mode; Enable Gloves mode; Operate my phone ...,https://consumer.huawei.com/en/support/content/en-us00708755/,57,1,1,61,0,consumer.huawei.com,1,1,0,0,0,0,8044,0.05,115,0,30,3,27,0,91,79,12,1,1
gloves ,98.0,Fishing Gloves - AFTCO,https://aftco.com/collections/fishing-gloves,22,1,1,44,1,aftco.com,1,0,1,0,4,0,12656,0.09,276,1,173,9,164,2,114,110,4,1,1
gloves ,99.0,Gloves - Harbinger Fitness - Implus,https://harbingerfitness.implus.com/products/gloves/,35,1,1,52,1,harbingerfitness.implus.com,2,1,1,0,11,0,12332,0.02,0,0,28,14,14,0,79,55,24,1,1
gloves ,100.0,Elite Leather offers ranges of Industrial Leather Gloves,https://elite-leather.com/,56,1,1,26,0,elite-leather.com,1,0,5,0,29,0,8602,0.38,144,1,64,46,18,0,56,49,7,1,1
handkerchiefs,1.0,Handkerchief - Wikipedia,https://en.wikipedia.org/wiki/Handkerchief,24,1,1,42,0,en.wikipedia.org,1,0,8,0,12,0,11936,0.11,0,0,10,7,3,0,163,85,78,1,1
handkerchiefs,2.0,"Men's Handkerchiefs, 100% Soft Cotton, White Hankie，Pack ...",https://www.amazon.com/Handkerchiefs-Cotton-White-Hankie-Pieces/dp/B01930CBF4,60,0,0,77,1,www.amazon.com,1,1,9,0,5,0,27076,0.15,197,0,113,62,51,23,153,114,39,1,1
handkerchiefs,3.0,Amazon Best Sellers: Best Men's Handkerchiefs - Amazon.com,https://www.amazon.com/Best-Sellers-Mens-Handkerchiefs/zgbs/fashion/2474953011,58,1,1,78,1,www.amazon.com,1,1,0,0,0,0,11881,0.24,116,0,60,4,56,26,207,171,36,1,1
handkerchiefs,4.0,Handkerchiefs - Accessories: Clothing ... - Amazon.in,https://www.amazon.in/b?ie=UTF8&node=1968038031,53,1,1,47,0,www.amazon.in,0,0,12,0,0,0,17434,0.06,103,0,42,16,26,6,121,91,30,1,1
handkerchiefs,5.0,Rave: Screw Kleenex. You Should Be Carrying a Handkerchief,https://www.wired.com/story/carry-a-handkerchief-rave/,58,1,1,54,0,www.wired.com,1,0,0,0,0,0,8037,0.09,103,0,10,6,4,1,68,48,20,1,1
handkerchiefs,6.0,Handkerchiefs — prices from 3 USD and real reviews on Joom,https://www.joom.com/en/search/c.1490796135576566461-69-2-629-3848172704,58,1,1,72,0,www.joom.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
handkerchiefs,7.0,Men's Handkerchiefs for sale | eBay,https://www.ebay.com/b/Mens-Handkerchiefs/167902/bn_738719,35,1,1,58,1,www.ebay.com,1,1,13,0,63,0,8725,0.08,176,0,60,2,58,3,133,113,20,1,1
handkerchiefs,8.0,Handkerchief | Definition of Handkerchief by Merriam-Webster,https://www.merriam-webster.com/dictionary/handkerchief,60,1,1,55,0,www.merriam-webster.com,1,0,10,0,1,0,11649,0.02,195,0,26,6,20,0,112,85,27,1,1
handkerchiefs,9.0,Handkerchief Vs Pocket Square | Difference Between ...,https://www.youtube.com/watch?v=VDBGGXzwrf0,54,1,1,43,0,www.youtube.com,1,0,1,0,3,0,1924,0,160,0,1,1,0,0,2,2,0,1,0
handkerchiefs,10.0,Handkerchiefs | Wish,https://www.wish.com/search/handkerchiefs,20,1,1,41,1,www.wish.com,1,1,0,0,0,0,2045,0.05,72,1,48,11,37,2,57,52,5,1,1
handkerchiefs,11.0,Handkerchiefs Are the Sustainable Alternative to Tissues | SELF,https://www.self.com/gallery/cute-handkerchiefs,63,1,1,47,1,www.self.com,1,1,15,1,0,0,9178,0.13,143,1,23,6,17,1,95,64,31,1,1
handkerchiefs,12.0,Men's 6pk Hankies And Handkerchiefs Set - Goodfellow & Co ...,https://www.target.com/p/men-39-s-6pk-hankies-and-handkerchiefs-set-goodfellow-38-co-8482-white-one-size/-/A-52418994,61,1,1,117,1,www.target.com,1,1,15,0,4,0,6830,0.07,181,0,57,7,50,2,107,102,5,1,1
handkerchiefs,13.0,HANDKERCHIEF | meaning in the Cambridge English ...,https://dictionary.cambridge.org/dictionary/english/handkerchief,51,1,1,64,0,dictionary.cambridge.org,1,0,8,0,0,0,24074,0.01,138,0,9,3,6,0,160,140,20,1,1
handkerchiefs,14.0,Handkerchiefs Upto 83% Off | Shopclues.com,https://www.shopclues.com/accessories-men-handkerchiefs.html,42,1,1,60,1,www.shopclues.com,1,1,3,0,5,0,28007,0.05,101,1,32,6,26,5,294,276,18,1,1
handkerchiefs,15.0,Mens Handkerchiefs & Pocket Squares | John Lewis & Partners,https://www.johnlewis.com/browse/men/mens-handkerchiefs-pocket-squares/_/N-e9u,59,1,1,78,1,www.johnlewis.com,1,1,25,0,16,0,9076,0.31,228,0,40,3,37,8,127,103,24,1,1
handkerchiefs,16.0,Handkerchief | Etsy,https://www.etsy.com/market/handkerchief,19,1,1,40,0,www.etsy.com,2,0,4,0,65,1,67100,0.03,121,1,66,66,0,0,413,410,3,1,1
handkerchiefs,17.0,Handkerchief products for sale | eBay,https://www.ebay.co.uk/b/Handkerchief/bn_7006249229,37,1,1,51,0,www.ebay.co.uk,1,0,11,0,40,0,5395,0.02,126,0,29,2,27,0,67,46,21,1,1
handkerchiefs,18.0,Men's handkerchiefs |Oscar Jacobson,https://www.oscarjacobson.com/en-eu/accessories/handkerchiefs/,35,1,1,62,1,www.oscarjacobson.com,1,1,7,0,0,0,529,0.38,98,1,15,15,0,0,50,50,0,1,0
handkerchiefs,19.0,Enormous Handkerchiefs | Country Life Specialist | A Hume,https://www.ahume.co.uk/enormous-handkerchiefs-m20/mens-c4,57,1,1,58,1,www.ahume.co.uk,1,1,0,0,0,0,17030,0.11,152,0,16,2,14,0,432,420,12,1,1
handkerchiefs,20.0,Handkerchief | Types | Collection of Cooper Hewitt ...,https://collection.cooperhewitt.org/types/35264069/,54,1,1,51,0,collection.cooperhewitt.org,1,0,0,0,0,0,15280,0,0,0,49,12,37,0,278,225,53,1,1
handkerchiefs,21.0,Mens Handkerchiefs | Amazon.ca,https://www.amazon.ca/Men-Handkerchiefs/b?node=10287236011,30,1,1,58,1,www.amazon.ca,1,1,0,0,0,0,6796,0.01,103,0,14,4,10,0,75,62,13,1,1
handkerchiefs,22.0,Handkerchiefs – MAIWA,https://maiwa.com/collections/handkerchiefs,21,1,1,43,1,maiwa.com,1,1,39,0,0,0,41527,0.03,173,1,16,16,0,0,220,209,11,1,1
handkerchiefs,23.0,TSHU: The Quality Handkerchief Shop - 100 % Eco-Friendly ...,https://www.1tshu1tree.com/,60,1,1,27,0,www.1tshu1tree.com,0,0,12,1,3,0,4923,0.28,156,0,53,4,49,8,43,40,3,1,1
handkerchiefs,24.0,Wedding Handkerchiefs | Personalized Embroidery | Men's ...,https://www.thehandkerchiefshop.com/,59,1,1,36,1,www.thehandkerchiefshop.com,1,0,0,0,0,0,9689,0.24,158,1,16,5,11,2,69,63,6,1,1
handkerchiefs,25.0,Men's Handkerchiefs | M&S,https://www.marksandspencer.com/l/men/mens-accessories/mens-handkerchiefs,25,1,1,73,1,www.marksandspencer.com,1,1,0,0,5,1,19256,0.04,155,1,64,22,42,10,546,503,43,1,1
handkerchiefs,26.0,Mens Handkerchiefs | Plain & Printed Handkerchiefs | Next UK,https://www.next.co.uk/shop/gender-men-productaffiliation-accessories/category-handkerchiefs,60,1,1,92,1,www.next.co.uk,1,1,16,1,4,0,9662,0.11,124,1,27,7,20,8,108,19,89,1,1
handkerchiefs,27.0,470 Best Handkerchief Crafts ideas - Pinterest,https://www.pinterest.com/bumblebeelinens/best-handkerchief-crafts/,46,1,1,67,0,www.pinterest.com,2,0,1,0,10,0,3652,0.41,482,1,9,0,9,4,36,36,0,1,0
handkerchiefs,28.0,From the history of handkerchiefs | Harmony - SHP Group,https://www.shpgroup.eu/tips/from-the-history-of-handkerchiefs/,55,1,1,63,1,www.shpgroup.eu,1,1,4,0,0,0,6001,0.4,206,1,11,3,8,0,24,20,4,1,1
handkerchiefs,29.0,Men's Handkerchiefs (3-pack) | Lands' End,https://www.landsend.com/products/mens-handkerchiefs-3-pack/id_259866,41,1,1,69,1,www.landsend.com,1,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
handkerchiefs,30.0,Handkerchiefs - Accessories - Farmers,https://www.farmers.co.nz/men/accessories/handkerchiefs,37,1,1,55,1,www.farmers.co.nz,1,1,3,0,11,0,10298,0.05,173,0,15,6,9,0,487,478,9,1,1
handkerchiefs,31.0,"How to Use a Handkerchief (For Life, Love & Everything Else ...",https://hankybook.com/how-to-use-handkerchief/,63,1,1,46,0,hankybook.com,1,0,12,1,5,0,11560,0.17,140,0,47,13,34,0,50,45,5,1,1
handkerchiefs,32.0,Handkerchiefs at Best Price in India,https://dir.indiamart.com/impcat/handkerchief.html,36,1,1,50,0,dir.indiamart.com,1,1,1,0,1,0,19655,0.13,161,0,98,0,98,19,173,26,147,1,1
handkerchiefs,33.0,Set of 3 Fine Woven Mens Handkerchiefs with Narrow Stripes,https://bumblebeelinens.com/fine-woven-mens-handkerchiefs-with-narrow-stripes-p-1121.html,58,1,1,89,1,bumblebeelinens.com,1,1,5,0,4,0,9893,0.22,246,1,92,6,86,23,112,107,5,1,1
handkerchiefs,34.0,Handkerchief - Buy Handkerchiefs Online in India | Myntra,https://www.myntra.com/handkerchief,57,1,1,35,0,www.myntra.com,1,0,2,0,50,0,36629,0.09,166,0,13,2,11,9,340,332,8,1,1
handkerchiefs,35.0,Is it better to use a handkerchief or a tissue? - BBC Science ...,https://www.sciencefocus.com/science/is-it-better-to-use-a-handkerchief-or-a-tissue/,65,1,1,84,0,www.sciencefocus.com,1,0,4,0,4,0,8544,0.05,116,1,28,6,22,0,59,39,20,1,1
handkerchiefs,36.0,Handkerchiefs & Gifts – Woods Fine Linens,https://woodsfinelinens.com/collections/handkerchiefs,41,1,1,53,1,woodsfinelinens.com,1,1,47,0,1,0,13686,0.15,320,1,62,21,41,0,170,157,13,1,1
handkerchiefs,37.0,Handkerchiefs - Scarves - WOMEN - Jim Thompson,https://www.jimthompson.com/women/scarves/handkerchiefs.html,46,1,1,60,1,www.jimthompson.com,2,0,0,0,1,0,6690,0.07,19,0,33,13,20,0,101,91,10,1,1
handkerchiefs,38.0,Handkerchiefs | Givans Irish Linen Store,https://givans.co.uk/collections/handkerchiefs,40,1,1,46,1,givans.co.uk,1,1,9,1,9,1,4772,0.4,0,0,42,27,15,5,100,98,2,1,1
handkerchiefs,39.0,Handkerchief | Encyclopedia.com,https://www.encyclopedia.com/sports-and-everyday-life/fashion-and-clothing/clothing-jewelry-and-personal-adornment/handkerchief,31,1,1,127,0,www.encyclopedia.com,5,1,2,0,3,0,12885,0.09,251,0,1,0,1,0,104,98,6,1,1
handkerchiefs,40.0,"Handkerchiefs | Cotton, Linen, Satin, Silk - BeltOutlet.com",https://www.beltoutlet.com/collections/handkerchiefs,59,1,1,52,1,www.beltoutlet.com,1,1,0,0,0,0,38866,0.04,164,1,19,3,16,5,280,274,6,1,1
handkerchiefs,41.0,Mens Pyramid Handkerchiefs by Tootal | Buy Online,https://www.sandersmenswear.com/buy-online/mens-pyramid-handkerchiefs-by-tootal.html,49,1,1,84,1,www.sandersmenswear.com,1,1,7,1,0,0,15686,0.16,134,1,36,0,36,7,111,90,21,1,1
handkerchiefs,42.0,Linen Handkerchiefs - Accessories - Schweitzer Linen,https://schweitzerlinen.com/handkerchiefs-1,52,1,1,43,1,schweitzerlinen.com,1,1,9,0,26,0,16480,0.03,147,1,80,17,63,0,170,164,6,1,1
handkerchiefs,43.0,Men's Handkerchiefs - Mens | Barbour,https://www.barbour.com/uk/mens/handkerchiefs,36,1,1,45,1,www.barbour.com,1,1,9,0,0,0,15920,0.04,191,0,66,0,66,4,167,161,6,1,1
handkerchiefs,44.0,Mens Handkerchiefs - Accessories | Kohl's,https://www.kohls.com/catalog/mens-handkerchiefs-accessories.jsp?CN=Gender:Mens+Product:Handkerchiefs+Department:Accessories,41,1,1,124,1,www.kohls.com,1,1,1,0,7,0,6627,0.08,113,0,10,2,8,2,79,59,20,1,1
handkerchiefs,45.0,Men's Handkerchiefs With A Country Theme - Country & Home,https://www.countryandhome.co.uk/handkerchiefs/,57,1,1,47,1,www.countryandhome.co.uk,1,1,0,0,0,0,7126,0.38,145,1,29,1,28,21,155,150,5,1,1
